API,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
INTL.4418-1-DMA-QBTU.A,        Dominica,0.000093492,0.00010453,0.000094086,0.0001578,0.00016704,0.000146258,0.000135798,0.000145866,0.000165184,0.000166912,0.000166432,0.000166976,0.000165472,0.000164944,0.000175372,0.000195928,0.00019646,0.00020426,0.000275319,0.000327232,0.000326432,0.000278991,0.00030519,0.000293625,0.000340544,0.000271973,0.000269797,0.000210529,0.000200036,0.000238144,0.000238046,0.000353662,0.000260738,0.000356833,0.000298614,0.000236703,0.000345277,0.000261649
INTL.4418-1-DOM-QBTU.A,        Dominican Republic,0.006710648,0.009229999,0.008687274,0.00907876,0.00667116,0.011220078,0.00981924,0.01031481,0.00898188,0.006499136,0.004337634,0.006032008,0.00573981,0.011886277,0.005911068,0.006589368,0.00924396,0.007210378,0.007729326,0.01150425,0.008079192,0.007584422,0.00925743,0.01253475,0.01672672,0.019128087,0.017645901,0.017188276,0.013923702,0.01457168,0.01429254,0.015273552,0.018185076,0.02108561,0.01572954,0.01239427,0.018214736,0.026312328
INTL.4418-1-ECU-QBTU.A,        Ecuador,0.009120664,0.008184699,0.00930406,0.01801024,0.03302172,0.039291167,0.04460442,0.046739634,0.048946084,0.050772544,0.051354674,0.0524409,0.050924008,0.059297368,0.067043684,0.052684008,0.06494554,0.066067897,0.065678877,0.07265573,0.076844133,0.072331,0.07578885,0.071978625,0.073497408,0.068633136,0.076743303,0.098212097,0.112256768,0.091256,0.085857905,0.109960478,0.118216168,0.109302932,0.114480709,0.128110154,0.15331934,0.188470341
INTL.4418-1-EGY-QBTU.A,        Egypt,0.100753212,0.105669377,0.10835571,0.10618888,0.103356,0.083774493,0.08273232,0.085102392,0.080744004,0.08262144,0.10271975,0.08917562,0.08744161,0.107028038,0.10976224,0.116618408,0.11838266,0.121299801,0.12348567,0.155005708,0.142926211,0.160275163,0.134832942,0.13751775,0.133873856,0.133948604,0.136338639,0.163344961,0.155645901,0.139265821,0.146835423,0.145640351,0.141940328,0.144866458,0.149426163,0.149365283,0.146992534,0.154188768
INTL.4418-1-SLV-QBTU.A,        El Salvador,0.016028684,0.016108073,0.017374548,0.01554856,0.01787328,0.016662965,0.016838952,0.016284897,0.017839872,0.019476544,0.019410132,0.013337208,0.014406406,0.015989259,0.016515916,0.01964436,0.02392676,0.019629386,0.020638728,0.02423562,0.020086789,0.022082654,0.022191905,0.026015961,0.025021761,0.029988938,0.039681423,0.038345039,0.0415923,0.030774256,0.03696646,0.036134776,0.034610644,0.03520629,0.03440718,0.029392126,0.029210048,0.034023609
INTL.4418-1-GNQ-QBTU.A,        Equatorial Guinea,0.000020776,0.000020906,0.000020908,0.00002104,0.00002088,0.000020894,0.000020892,0.000020838,0.000020648,0.000020864,0.000020804,0.000020872,0.000020684,0.000020618,0.000020632,0.000020624,0.00002068,0.000030639,0.000030591,0.000030678,0.000020402,0.000020666,0.000050865,0.000070875,0.000070112,0.000769923,0.000763763,0.000761068,0.000512408,0.00050752,0.000273168,0.000272048,0.00076128,0.002394791,0.00360429,0.003625091,0.00521608,0.005260623
INTL.4418-1-ERI-QBTU.A,        Eritrea,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0.000010213,0.000010197,0.000010226,0.000010201,0.000010333,0.000010173,0.000010125,0.000010016,0.000009999,0.000019838,0.000019768,0.000019708,0.00001952,0.000039024,0.000038864,0.000038064,0.000038164,0.00003804,0.000037276,0.000036928,0.000064491
INTL.4418-1-EST-QBTU.A,        Estonia,--,--,--,--,--,--,--,--,--,--,--,--,0.000010342,0.000010309,0.000030948,0.000082496,0.00007238,0.000112343,0.000173349,0.000173842,0.000193819,0.000196327,0.00030519,0.000496125,0.00060096,0.001109889,0.00128947,0.00143318,0.001941238,0.005281136,0.01018624,0.011457107,0.014057987,0.012222021,0.01393215,0.015245884,0.015260496,0.017854794
INTL.4418-1-SWZ-QBTU.A,        Eswatini,0.001308888,0.001348437,0.000982676,0.0006838,0.00134676,0.001932695,0.001577346,0.001906677,0.002002856,0.002263744,0.001581104,0.002108072,0.002089084,0.002082418,0.002083832,0.002144896,0.00215072,0.00214473,0.002120976,0.002075878,0.003662159,0.00382321,0.004038681,0.00313875,0.003014816,0.003629637,0.003461731,0.00365708,0.003389776,0.004190938,0.00423694,0.005049811,0.005388405,0.005091172,0.005619327,0.005002988,0.003945512,0.002938947
INTL.4418-1-ETH-QBTU.A,        Ethiopia,0.004913524,0.005247406,0.006000596,0.00655396,0.00713052,0.007803909,0.008576166,0.009231234,0.009869744,0.010369408,0.011317376,0.011448292,0.011655434,0.012896559,0.01382344,0.014581168,0.0154583,0.01583015,0.016203033,0.016453634,0.017127479,0.020841661,0.020834304,0.023338125,0.02549072,0.028577142,0.032544239,0.03355618,0.032905795,0.034881508,0.04843582,0.061170144,0.071990378,0.082775849,0.090334322,0.097162792,0.1155296,0.126559902
INTL.4418-1-FLK-QBTU.A,        Falkland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019708,0.00001952,0.00004878,0.000058296,0.000066612,0.000066787,0.00006657,0.000083871,0.000083088,0.000082917
INTL.4418-1-FRO-QBTU.A,        Faroe Islands,0.000509012,0.000512197,0.000512246,0.00051548,0.00051156,0.000511903,0.000511854,0.000510531,0.000640088,0.000740672,0.000769748,0.000772264,0.000858386,0.000752557,0.000784016,0.000783712,0.00073414,0.000776188,0.000795366,0.00071582,0.000775276,0.000785308,0.000986781,0.000891,0.001011616,0.001079892,0.001140685,0.001176196,0.001064232,0.00103456,0.000790236,0.001039612,0.00104676,0.001059051,0.00148356,0.001751972,0.001449424,0.00156621
INTL.4418-1-FJI-QBTU.A,        Fiji,0,0,0,0.00051548,0.0029754,0.003040077,0.003645654,0.003813354,0.003582428,0.003619904,0.004171202,0.004184836,0.004198852,0.004185454,0.004394616,0.00458884,0.00461164,0.00459585,0.004466286,0.00480622,0.005171907,0.005610819,0.005666361,0.00443475,0.004717536,0.004410559,0.004494299,0.00596104,0.005952801,0.005378736,0.004715075,0.005140736,0.00561444,0.005600567,0.00460284,0.004454482,0.005114528,0.005150067
INTL.4418-1-FIN-QBTU.A,        Finland,0.10507462,0.141303654,0.135462932,0.1414414,0.1369206,0.127568317,0.128130636,0.142302702,0.136576196,0.1345728,0.165454212,0.18852634,0.205898878,0.199004936,0.187152872,0.200217792,0.18505498,0.207517947,0.251009352,0.218815948,0.237642496,0.222428158,0.201791628,0.19373175,0.257135859,0.235186604,0.223509237,0.243188138,0.279403461,0.223614762,0.250250789,0.245408132,0.284646366,0.259770786,0.266374449,0.302041665,0.299316566,0.293876274
INTL.4418-1-CSK-QBTU.A,        Former Czechoslovakia,0.0498624,0.0439026,0.0386798,0.041028,0.033408,0.0449221,0.041784,0.050563407,0.04496102,0.044116928,0.040765438,0.032549884,0.037251884,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-1-SCG-QBTU.A,        Former Serbia and Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,0.11614066,0.107162055,0.113641056,0.124476152,0.14751044,0.129051468,0.130144311,0.135422918,0.12118788,0.127364558,0.118342509,0.098739,0.11027616,0.119108088,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-1-SUN-QBTU.A,        Former U.S.S.R.,1.9116517,1.933731829,1.83425884,1.89555672,2.1209382,2.142115562,2.229980742,2.265778254,2.359157888,2.305722368,2.399710194,2.428238044,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-1-YUG-QBTU.A,        Former Yugoslavia,0.289492784,0.261784932,0.24352593,0.22747396,0.2677338,0.254520261,0.286993404,0.27068562,0.264418288,0.242606592,0.203889602,0.197543044,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-1-FRA-QBTU.A,        France,0.7206675,0.748288458,0.734330776,0.72347092,0.6834546,0.64322179,0.651370776,0.729757179,0.77781016,0.498472256,0.572099598,0.612321864,0.731826906,0.687339079,0.832004512,0.774058852,0.698445835,0.681004954,0.663425261,0.775799076,0.735227037,0.82932821,0.680357889,0.668501936,0.672724518,0.601250947,0.658020938,0.715823437,0.831695597,0.800044043,0.875774898,0.750437114,0.92792179,1.063376144,1.012334252,0.976123891,1.021079678,0.876405051
INTL.4418-1-GUF-QBTU.A,        French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547649,0.005584977,0.005781375,0.005939488,0.006159384,0.006338241,0.006553092,0.006789406,0.00693936,0.007297488,0.006791484,0.00589992,0.005218927,0.00536364,0.005181364,0.004671392,0.00571206
INTL.4418-1-PYF-QBTU.A,        French Polynesia,0,0,0,0.00016832,0.00025056,0.000334304,0.00036561,0.000364665,0.000598792,0.000667648,0.000717738,0.000772264,0.00093078,0.000969046,0.000990336,0.001289,0.00137522,0.001358329,0.001539747,0.000889662,0.001183316,0.001084965,0.001332663,0.00155925,0.001782848,0.001789821,0.0019838,0.002204132,0.002089048,0.00205936,0.002705339,0.002237595,0.002058311,0.001977849,0.001885833,0.001894553,0.002061506,0.001937494
INTL.4418-1-GAB-QBTU.A,        Gabon,0.002669716,0.004264824,0.005038828,0.00569132,0.00630576,0.00689502,0.00694659,0.006959892,0.006906756,0.007229376,0.007291802,0.007388688,0.007404872,0.007329699,0.007716368,0.008167104,0.00795146,0.008252104,0.008269767,0.00848758,0.008181202,0.009051708,0.009369333,0.00909225,0.008924256,0.008109189,0.009353617,0.0079072,0.008799622,0.00921344,0.008848692,0.008180872,0.008678592,0.008958999,0.00758898,0.008582799,0.008825792,0.008273274
INTL.4418-1-GMB-QBTU.A,"        Gambia, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009999,0.000009919,0.000019768,0.000019708,0.000030256,3.21948E-05,3.49776E-05,2.94996E-05,2.95771E-05,0.000029481,2.88889E-05,2.86192E-05,2.85603E-05
INTL.4418-1-GEO-QBTU.A,        Georgia,--,--,--,--,--,--,--,--,--,--,--,--,0.066592138,0.067379624,0.069158464,0.053117112,0.0614196,0.061145231,0.064322676,0.065221428,0.059176001,0.056697171,0.068148927,0.065417625,0.059985824,0.061733826,0.052193778,0.066717,0.06986486,0.07161888,0.090467388,0.075891676,0.068048916,0.078121708,0.07847652,0.077990711,0.08534984,0.084814878
INTL.4418-1-DEU-QBTU.A,        Germany,--,--,--,--,--,--,--,--,--,--,--,0.215826916,0.245426002,0.253312748,0.29287124,0.319434824,0.32889472,0.291111352,0.320267376,0.34011676,0.428459162,0.483961831,0.544850738,0.581563891,0.689165239,0.735542615,0.870013258,1.063458217,1.097683658,1.108038676,1.232971756,1.410942889,1.563549976,1.654025351,1.769451505,1.957644833,1.954318464,2.055291318
INTL.4418-1-DDR-QBTU.A,"        Germany, East",0.017223304,0.017958254,0.018273592,0.01770516,0.01824912,0.018365826,0.018458082,0.017983194,0.017746956,0.016180032,0.014448378,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-1-DEUW-QBTU.A,"        Germany, West",0.23154852,0.236540937,0.234368226,0.21838468,0.21663,0.205523831,0.216409782,0.230864202,0.231598292,0.219896128,0.213792306,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-1-GHA-QBTU.A,        Ghana,0.054807088,0.055829473,0.051653214,0.026826,0.01878156,0.031299212,0.045847494,0.048208713,0.049668764,0.054016896,0.058916928,0.0633987,0.067595312,0.064204452,0.062236428,0.062243232,0.06782006,0.069264566,0.038667024,0.052326442,0.066898158,0.067753481,0.050865,0.0390825,0.052503872,0.055864413,0.055278587,0.0365708,0.060592246,0.06660224,0.067726152,0.072879716,0.076185096,0.07794997,0.07918026,0.054134071,0.051311456,0.051730995
INTL.4418-1-GIB-QBTU.A,        Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTL.4418-1-GRC-QBTU.A,        Greece,0.035277648,0.035519294,0.037122154,0.02452212,0.02977488,0.029168024,0.033657012,0.02886063,0.024354316,0.019706048,0.018234706,0.03203852,0.024055492,0.024731291,0.027708776,0.037453184,0.04609572,0.040770296,0.03987027,0.050148304,0.04355827,0.031143662,0.037202661,0.060598125,0.06019616,0.064553544,0.077669428,0.049035437,0.059268496,0.082692135,0.108632937,0.084447934,0.092076487,0.141290759,0.120382694,0.14100098,0.143923638,0.1271394
INTL.4418-1-GRL-QBTU.A,        Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001748646,0.001744371,0.001632614,0.001851486,0.0018225,0.001923072,0.002029797,0.001944124,0.002016336,0.001990508,0.0025864,0.002858508,0.00325486,0.003254472,0.003568334,0.00372792,0.003904661,0.003665104,0.003537792
INTL.4418-1-GRD-QBTU.A,        Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88E-07,9.85E-07,9.76E-07,2.04876E-05,3.01196E-05,2.94996E-05,2.95771E-05,0.00014265,0.000018638,0.000027696,0.000036852
INTL.4418-1-GLP-QBTU.A,        Guadeloupe,0,0,0,0,0,0,0.00031338,0.00031257,0.00030972,0.00031296,0.00031206,0.00031308,0.00031026,0.000319579,0.000319796,0.000319672,0.00032054,0.000357455,0.00040788,0.00040904,0.001285326,0.001115964,0.001302144,0.00216675,0.002343744,0.002179782,0.002221856,0.002243668,0.002079194,0.00213744,0.002126808,0.002263828,0.001941264,0.001927282,0.00207318,0.001947671,0.001818704,0.001925517
INTL.4418-1-GUM-QBTU.A,        Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76E-07,1.9512E-06,1.9432E-06,5.7096E-06,0.000019082,0.00002853,0.000288889,0.000609312,0.00055278
INTL.4418-1-GTM-QBTU.A,        Guatemala,0.005889996,0.004118482,0.00564516,0.0089946,0.00685908,0.007615863,0.018364068,0.018212412,0.019677544,0.022491392,0.025079222,0.025630816,0.02228701,0.023411739,0.024840928,0.0239754,0.0237303,0.02400055,0.022657734,0.031271108,0.033489883,0.030627012,0.027996096,0.043304625,0.041756704,0.043175682,0.047377558,0.05033496,0.051021844,0.04203632,0.054914573,0.056972681,0.063735345,0.069393625,0.073416653,0.06613417,0.071847881,0.081857505
INTL.4418-1-GIN-QBTU.A,        Guinea,0.001537424,0.001547044,0.001547192,0.00160956,0.0016182,0.001681967,0.001702698,0.001719135,0.001734432,0.00177344,0.001799546,0.001836736,0.001840876,0.00185562,0.001877512,0.001969592,0.0020163,0.002910705,0.003130479,0.003998366,0.004141606,0.005641818,0.005991897,0.0040095,0.005498784,0.004889511,0.004523064,0.005268172,0.005163496,0.005054704,0.004711172,0.004021452,0.00463334,0.004598762,0.00406077,0.008321867,0.010099808,0.010336986
INTL.4418-1-GNB-QBTU.A,        Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002853,0.000009319,0.000009232,0.000009213
INTL.4418-1-GUY-QBTU.A,        Guyana,0.00005194,0.000052265,0.00005227,0.0000526,0.0000522,0.000052235,0.00005223,0.000052095,0.00005162,0.00005216,0.00005201,0.00005218,0.00005171,0.000051545,0.00005158,0.00005156,0.0000517,0.000051065,0.000061182,0.000061356,0.000418241,0.000485651,0.000569688,0.000516375,0.000560896,0.000451955,0.000449331,0.000468502,0.000447372,0.00044408,0.000464386,0.000522721,0.000437736,0.000400722,0.00053256,0.000532115,0.000462523,0.000387867
INTL.4418-1-HTI-QBTU.A,        Haiti,0.002378852,0.002446002,0.002697132,0.00281936,0.00290232,0.003207229,0.003488964,0.003459108,0.003427568,0.003463424,0.003827936,0.00360042,0.003288756,0.002793739,0.002382996,0.002578,0.00278146,0.002022174,0.003089691,0.00270989,0.00285628,0.00289324,0.002614461,0.0025515,0.002574112,0.002619738,0.002658292,0.001502368,0.001763866,0.0020008,0.00171608,0.001174664,0.002103036,0.001354822,0.00086541,0.000857348,0.00083088,0.00082917
INTL.4418-1-HITZ-QBTU.A,        Hawaiian Trade Zone,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
INTL.4418-1-HND-QBTU.A,        Honduras,0.008019536,0.008581913,0.008844084,0.00874212,0.0090306,0.009047102,0.013287312,0.011783889,0.017953436,0.0190384,0.021490532,0.021894728,0.02244214,0.023102469,0.0185688,0.017076672,0.02087646,0.021079632,0.019415088,0.02157686,0.022829838,0.019570702,0.01637853,0.01782,0.014633376,0.01859814,0.021732529,0.023098908,0.02429011,0.02866512,0.03287772,0.030585968,0.031935696,0.030693397,0.02996601,0.034703956,0.040214592,0.048718344
INTL.4418-1-HKG-QBTU.A,        Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009919,0.000009884,0.000009854,0.00000976,0.001063742,0.001911387,0.001062035,0.001492981,0.005114245,0.000969176,0.00101552,0.00101343
INTL.4418-1-HUN-QBTU.A,        Hungary,0.001153068,0.001735198,0.001651732,0.00160956,0.00186876,0.001598391,0.001587792,0.001739973,0.001724108,0.001627392,0.00218442,0.00250464,0.002554474,0.002484469,0.002568684,0.002722368,0.00306064,0.003155817,0.002702205,0.003057574,0.003019496,0.003213563,0.002685672,0.003715875,0.00961536,0.01952811,0.016878834,0.021037202,0.032833485,0.036173401,0.038836428,0.035339168,0.037245474,0.039581229,0.042990129,0.046538481,0.047721826,0.034263147
INTL.4418-1-ISL-QBTU.A,        Iceland,0.032233964,0.033627301,0.03737305,0.0396604,0.04093524,0.040200056,0.042389868,0.043259688,0.045570136,0.046672768,0.046413724,0.04638802,0.046507974,0.048215193,0.04879468,0.0507866,0.0524238,0.05647789,0.06342534,0.072839798,0.077680615,0.082281679,0.08484282,0.085282875,0.085616768,0.086101389,0.097731907,0.117530644,0.161024214,0.16307984,0.163354464,0.163704884,0.164560188,0.171690295,0.16929702,0.172904726,0.167736208,0.173609772
INTL.4418-1-IND-QBTU.A,        India,0.48345752,0.51805068,0.50503274,0.5246324,0.5575482,0.527657076,0.556886706,0.489651324,0.591534228,0.641745344,0.738240342,0.752289496,0.71644205,0.720310448,0.8469436,0.7465888,0.71520746,0.765535841,0.849471282,0.842489462,0.786759523,0.799883474,0.739425332,0.869614634,0.966190347,1.158847663,1.299472358,1.400237568,1.380323534,1.389039652,1.447164426,1.692733887,1.587015903,1.866300404,1.883821507,1.878772035,2.138167675,2.280549168
INTL.4418-1-IDN-QBTU.A,        Indonesia,0.023206792,0.030386871,0.029083028,0.03302228,0.03551688,0.043846059,0.060262974,0.054637236,0.0686546,0.08209984,0.081041982,0.085116016,0.104381806,0.094110861,0.095969748,0.106770448,0.11494978,0.084543214,0.133866216,0.131680202,0.150882991,0.181633474,0.163612359,0.155084625,0.162780032,0.172422756,0.163177232,0.189540982,0.216369218,0.212453597,0.285799177,0.273336577,0.287203145,0.345823376,0.348552462,0.270857615,0.409504264,0.295497762
INTL.4418-1-IRN-QBTU.A,        Iran,0.057767668,0.064432292,0.06669652,0.06457176,0.06543792,0.06550269,0.064096656,0.066014784,0.065929064,0.069195456,0.062640844,0.07289546,0.09757677,0.100255025,0.076039236,0.074267024,0.07575084,0.070030541,0.070981317,0.050168756,0.037356062,0.05228498,0.081729882,0.11151675,0.105849088,0.16008399,0.180605152,0.1774178,0.050738246,0.07262228,0.094189339,0.118839372,0.120038079,0.142186557,0.135047619,0.132896768,0.153324278,0.141041817
INTL.4418-1-IRQ-QBTU.A,        Iraq,0.007095004,0.007139399,0.006314216,0.00624888,0.00630576,0.006309988,0.006204924,0.006293076,0.007257772,0.006196608,0.006282808,0.003203852,0.007167006,0.006123546,0.005715064,0.005815968,0.00583176,0.005872475,0.005985639,0.006125374,0.006171605,0.006323796,0.005208576,0.004343625,0.004887808,0.05939406,0.059861165,0.056131236,0.0339963,0.0311832,0.046028808,0.032674908,0.041375568,0.045367455,0.02814009,0.024024382,0.031333408,0.0138195
INTL.4418-1-IRL-QBTU.A,        Ireland,0.008653204,0.008937315,0.008279568,0.00816352,0.0070992,0.008608328,0.00950586,0.007011987,0.008899288,0.007135488,0.00717738,0.007701768,0.008418388,0.008092565,0.009727988,0.007599944,0.00781704,0.008190826,0.011838717,0.011412216,0.012006577,0.010549993,0.013967529,0.0114615,0.013902208,0.018707254,0.024584343,0.028596094,0.037165995,0.042590586,0.03919129,0.053748773,0.051683765,0.055388691,0.062593452,0.075052981,0.071200408,0.08319339
INTL.4418-1-ISR-QBTU.A,        Israel,0,0,0,0,0,0,0,0.00010419,0.00010324,0.000031296,0.000031206,0.000062616,0.000299918,0.00030927,0.00030948,0.0002578,0.00024816,0.000255325,0.000254925,0.000337458,0.000316231,0.00020666,0.000325536,0.000435375,0.000390624,0.000389961,0.000247975,0.000237216,0.000315328,0.00096624,0.00165852,0.002924516,0.004605744,0.005447911,0.00875871,0.011313266,0.015374973,0.015586553
INTL.4418-1-ITA-QBTU.A,        Italy,0.50683052,0.481977377,0.466112498,0.46491036,0.47216988,0.456199596,0.461107332,0.445568535,0.454235352,0.38400192,0.360335682,0.4719681,0.469857744,0.462884409,0.49444588,0.425380312,0.47596054,0.470278011,0.474170697,0.527221882,0.530540131,0.578080093,0.511084767,0.470598861,0.569595322,0.514136192,0.536103669,0.503987278,0.621529367,0.726880514,0.802034361,0.849970614,0.909433303,1.101380865,1.181744238,1.048023566,1.025852061,0.972597984
INTL.4418-1-JAM-QBTU.A,        Jamaica,0.001786736,0.001787463,0.001954898,0.00214608,0.00139896,0.001295428,0.001702698,0.001937934,0.001899616,0.002232448,0.002153214,0.001732376,0.0020684,0.002216435,0.002486156,0.002248016,0.00235752,0.002440907,0.002192355,0.002219042,0.002213617,0.001487952,0.003732393,0.004869662,0.004621332,0.005220853,0.009301838,0.008813774,0.010888303,0.00315248,0.00321948,0.003682364,0.003968172,0.003644662,0.00379449,0.003932618,0.007049293,0.006872898
INTL.4418-1-JPN-QBTU.A,        Japan,0.9232335,0.919048666,0.94613927,0.9919834,0.88373556,0.98922643,0.979302054,0.92437368,1.09284702,1.12467392,1.047210948,1.138974604,0.978580724,1.106836094,0.828003424,1.00134676,1.0001365,1.09718259,1.123597233,1.070692878,1.279184998,1.270122027,1.248695058,1.395741375,1.377540544,1.249705017,1.36218434,1.238929857,1.200791327,1.198254775,1.301127922,1.330799955,1.249679133,1.452322217,1.584393314,1.709766792,1.728176554,1.912839912
INTL.4418-1-JOR-QBTU.A,        Jordan,0,0,0,0,0,0,0.000031338,0.000197961,0.000278748,0.000177344,0.000197638,0.000083488,0.000165472,0.000237107,0.00015474,0.000195928,0.00023782,0.00020426,0.000163152,0.000173842,0.000428442,0.000475318,0.00061038,0.00050625,0.000610976,0.000639936,0.000585221,0.000711648,0.000719342,0.00066368,0.000702432,0.00063154,0.000656604,0.000601083,0.00061815,0.002162008,0.008825792,0.012778431
